product_id,product_name,inspector_notes,return_reason,classification
31,Corsair Vengeance LPX 32GB DDR4 RAM,Customer notes: Style doesn't match.,Style doesn't match,restock
45,TP-Link RE650 AC2600 Wi-Fi Extender,Customer notes: Style doesn't match.,Style doesn't match,restock
17,ASUS AX6000 WiFi 6 Router,Further testing needed: permanent staining.,permanent staining,restock
2,Apple iPhone 15 Pro Silicone Case,Flagged: chemical damage.,chemical damage,recycle
97,Patagonia Torrentshell 3L Raincoat,Possible issue: loose thread.,loose thread,refurbish
48,August Wi-Fi Smart Lock Pro,Possible refurbish case. Obvious repair needed.,Obvious repair needed,refurbish
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Assessment: Significant fading.,Significant fading,refurbish
98,Zimmermann Silk Maxi Formal Dress,See attached: Fit not as expected.,Fit not as expected,restock
53,Levi's 511 Slim Fit Denim Jeans,May require refurbish. Minor scuff mark.,Minor scuff mark,refurbish
53,Levi's 511 Slim Fit Denim Jeans,Reported: Did not like the product.,Did not like the product,restock
28,DJI Mini 3 Pro Drone,Visual inspection: No longer needed.,No longer needed,restock
7,Anker PowerPort III 65W Phone Charger,See attached: Style doesn't match.,Style doesn't match,restock
69,Lululemon Align High-Rise Leggings,See attached: different style preferred.,different style preferred,recycle
66,Zara High-Waisted Mini Skirt,May require refurbish. Minor functionality issue (customer unclear).,Minor functionality issue (customer unclear),refurbish
91,Tom Ford Oud Wood Cologne,Assessment: Style doesn't match.,Style doesn't match,restock
38,Roku Ultra 4K HDR Streaming Device,Customer notes: Family member disapproval.,Family member disapproval,restock
57,Dockers Alpha Khaki Slim Tapered Pants,Uncertain: Minor scuff mark.,Minor scuff mark,refurbish
86,Montblanc Meisterstück 6CC Wallet,Possible issue: Unwanted purchase.,Unwanted purchase,restock
86,Montblanc Meisterstück 6CC Wallet,Potential restock situation. Different style preferred.,Different style preferred,restock
77,Calvin Klein Cotton Classics Underwear,Unclear if restock or other. Budget constraints.,Budget constraints,restock
2,Apple iPhone 15 Pro Silicone Case,Visual inspection: Hazardous material exposure.,Hazardous material exposure,recycle
67,Reformation Silk Midi Dress,Reported: Budget constraints.,Budget constraints,restock
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Observed: Different style preferred.,Different style preferred,refurbish
58,Nike Air Max 270 Running Shoes,Customer notes: Packaging slightly damaged.,Packaging slightly damaged,refurbish
92,Lululemon Align High-Rise Pant Activewear,Notes: Small fabric pull.,Small fabric pull,refurbish
28,DJI Mini 3 Pro Drone,Further testing needed: Small chip.,Small chip,refurbish
76,Smartwool PhD Outdoor Light Crew Socks,May require refurbish. Small stain.,Small stain,refurbish
28,DJI Mini 3 Pro Drone,Customer reported: Major impact damage.,Major impact damage,recycle
56,Brooks Brothers Non-Iron Dress Shirt,See attached: Size chart was incorrect.,Size chart was incorrect,restock
8,ZAGG InvisibleShield iPad Screen Protector,Customer notes: Small chip.,Small chip,refurbish
91,Tom Ford Oud Wood Cologne,Visual inspection: Heavy wear.,Heavy wear,recycle
61,Patagonia Baggies 5-inch Shorts,Observed: Slight wear on edges.,Slight wear on edges,refurbish
64,J.Crew Ludlow Slim-Fit Suit Blazer,Customer reported: Obvious usage marks.,Obvious usage marks,refurbish
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Customer notes: Size chart was incorrect.,Size chart was incorrect,restock
34,ASUS ROG Strix Z790-E Gaming Motherboard,See attached: Obvious usage marks.,Obvious usage marks,recycle
2,Apple iPhone 15 Pro Silicone Case,Possible issue: major malfunction.,major malfunction,recycle
82,Hermès H-pattern Silk Tie,Customer reported: Major scratch.,Major scratch,refurbish
73,Acne Studios Oversized Wool Scarf,Customer reported: Material feel different.,Material feel different,restock
95,Patagonia Houdini Windbreaker,Flagged: Wrong size ordered (customer unclear).,Wrong size ordered (customer unclear),restock
67,Reformation Silk Midi Dress,Assessment: Loose thread.,Loose thread,refurbish
96,Moncler Genius Down Puffer Jacket,Assessment: Minor functionality issue.,Minor functionality issue,refurbish
27,Ring Stick Up Cam Battery Security Camera,Returned due to: Duplicate order.,Duplicate order,restock
91,Tom Ford Oud Wood Cologne,Possible refurbish case. Loose thread.,Loose thread,refurbish
93,Alo Yoga 7/8 High-Waist Leggings,Returned due to: Budget constraints.,Budget constraints,restock
63,Timberland 6-Inch Premium Waterproof Boots,Inspected: material feel different. Needs further review.,material feel different,restock
93,Alo Yoga 7/8 High-Waist Leggings,Notes: Budget constraints.,Budget constraints,refurbish
18,Seagate Backup Plus 4TB External Hard Drive,May require recycle. Budget constraints.,Budget constraints,recycle
74,Patagonia P-6 Logo Trucker Hat,Observed: Minor zipper issue.,Minor zipper issue,refurbish
67,Reformation Silk Midi Dress,Visual inspection: Style doesn't match.,Style doesn't match,restock
16,Amazon Basics High-Speed HDMI Cable,Further testing needed: Better price found.,Better price found,restock
12,Microsoft Xbox Wireless Controller,Inspected: Occasion cancelled. Needs further review.,Occasion cancelled,restock
97,Patagonia Torrentshell 3L Raincoat,Possible overlap with other categories. Major impact damage.,Major impact damage,restock
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Observed: Size chart was incorrect.,Size chart was incorrect,restock
71,L.L.Bean Fisherman Knit Cardigan,Visual inspection: Did not like the product.,Did not like the product,restock
91,Tom Ford Oud Wood Cologne,Flagged: Product arrived late.,Product arrived late,restock
30,Razer BlackWidow V4 Gaming Keyboard,May require restock. Unwanted purchase.,Unwanted purchase,restock
15,VIVO Dual Monitor Stand,Customer reported: Minor dent.,Minor dent,refurbish
82,Hermès H-pattern Silk Tie,Customer reported: Product arrived late.,Product arrived late,restock
23,Belkin BoostCharge Pro 15W Wireless Charger,See attached: Electrical short circuit.,Electrical short circuit,refurbish
6,Corsair K95 RGB Platinum Keyboard,Notes: Minor functionality issue.,Minor functionality issue,refurbish
14,Blue Yeti USB Microphone,Possible refurbish case. Small chip.,Small chip,refurbish
17,ASUS AX6000 WiFi 6 Router,Further testing needed: minor alignment issue.,minor alignment issue,refurbish
89,Tiffany & Co. T Smile Necklace,See attached: Torn beyond repair.,Torn beyond repair,recycle
63,Timberland 6-Inch Premium Waterproof Boots,Returned due to: Slight stretching.,Slight stretching,refurbish
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Potential refurbish situation. Minor cosmetic damage.,Minor cosmetic damage,refurbish
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Customer notes: Received as gift.,Received as gift,restock
85,Hermès Birkin 30 Togo Leather Handbag,Unclear if refurbish or other. Heavy wear.,Heavy wear,refurbish
15,VIVO Dual Monitor Stand,Possible restock case. Style doesn't match.,Style doesn't match,restock
72,Canada Goose Expedition Parka Coat,Returned due to: electrical short circuit.,electrical short circuit,recycle
71,L.L.Bean Fisherman Knit Cardigan,Reported: Family member disapproval.,Family member disapproval,restock
2,Apple iPhone 15 Pro Silicone Case,Uncertain: Style doesn't match.,Style doesn't match,restock
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Flagged: Significant fading.,Significant fading,refurbish
7,Anker PowerPort III 65W Phone Charger,Possible issue: Slight discoloration.,Slight discoloration,refurbish
83,Gucci GG Marmont Leather Belt,Assessment: Seasonal preference change.,Seasonal preference change,refurbish
89,Tiffany & Co. T Smile Necklace,Possible recycle case. Severe fading.,Severe fading,recycle
94,Lululemon Energy Bra High Support Sports Bra,Possible overlap with other categories. Noticeable dent.,Noticeable dent,refurbish
97,Patagonia Torrentshell 3L Raincoat,Potential restock situation. Gift return.,Gift return,restock
2,Apple iPhone 15 Pro Silicone Case,Visual inspection: Cracked screen.,Cracked screen,recycle
15,VIVO Dual Monitor Stand,See attached: Adhesive residue.,Adhesive residue,refurbish
78,Eberjey Gisele Long PJ Set,Possible issue: Size chart was incorrect.,Size chart was incorrect,restock
71,L.L.Bean Fisherman Knit Cardigan,See attached: Color not as shown.,Color not as shown,restock
41,J Channel Cable Management Raceway,Inspected: Duplicate order (customer unclear). Needs further review.,Duplicate order (customer unclear),restock
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Notes: Significant fading.,Significant fading,refurbish
97,Patagonia Torrentshell 3L Raincoat,Inspected: Extreme weather damage. Needs further review.,Extreme weather damage,recycle
43,CyberPower CP1500PFCLCD UPS Battery,Visual inspection: Irreparable damage.,Irreparable damage,recycle
33,NVIDIA GeForce RTX 4080 Graphics Card,Assessment: Slight discoloration.,Slight discoloration,refurbish
70,Uniqlo Heattech Cotton Tank Top,Possible issue: Significant fading.,Significant fading,refurbish
52,Hanes Beefy-T 100% Cotton T-Shirt,Uncertain: Did not like the product.,Did not like the product,restock
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Reported: Budget constraints.,Budget constraints,restock
94,Lululemon Energy Bra High Support Sports Bra,Observed: Product arrived late.,Product arrived late,restock
98,Zimmermann Silk Maxi Formal Dress,Unclear if restock or other. Gift return.,Gift return,restock
22,Belkin MagSafe Car Phone Mount,Customer reported: Minor dent.,Minor dent,refurbish
6,Corsair K95 RGB Platinum Keyboard,Reported: Material feel different.,Material feel different,restock
54,Champion Powerblend Fleece Hoodie,Notes: Minor scuff mark.,Minor scuff mark,restock
67,Reformation Silk Midi Dress,Visual inspection: Box opened but item unused.,Box opened but item unused,refurbish
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Initial check: Size chart was incorrect.,Size chart was incorrect,restock
29,Meta Quest 3 128GB VR Headset,Notes: Major malfunction.,Major malfunction,recycle
36,Fractal Design Define 7 PC Case,Possible restock case. Wrong size ordered.,Wrong size ordered,restock
15,VIVO Dual Monitor Stand,Visual inspction: Small tear.,Small tear,recycle
58,Nike Air Max 270 Running Shoes,Uncertain: Major scratch.,Major scratch,refurbish
29,Meta Quest 3 128GB VR Headset,Possible refurbish case. Minor alignment issue.,Minor alignment issue,refurbish
71,L.L.Bean Fisherman Knit Cardigan,Customer reported: Cracked screen.,Cracked screen,recycle
14,Blue Yeti USB Microphone,Reported: Wrong size ordered (customer unclear).,Wrong size ordered (customer unclear),restock
47,Nest Learning Thermostat 4th Gen,Assessment: Hazardous material exposure.,Hazardous material exposure,refurbish
13,Logitech C920s HD Pro Webcam,Observed: Small hole.,Small hole,refurbish
46,Ring Video Doorbell Pro 2 Smart Doorbell,Notes: Obvious usage marks.,Obvious usage marks,refurbish
51,Epson Home Cinema 2150 Wireless Projector,Reported: Minor scuff mark.,Minor scuff mark,refurbish
19,SanDisk Ultra 128GB MicroSD Card,Initial check: Minor alignment issue.,Minor alignment issue,refurbish
73,Acne Studios Oversized Wool Scarf,Uncertain: Material feel different.,Material feel different,restock
18,Seagate Backup Plus 4TB External Hard Drive,Observed: Small hole (customer unclear).,Small hole (customer unclear),recycle
99,Allbirds Tree Runners Casual Shoes,Possible issue: slight color fading.,slight color fading,refurbish
28,DJI Mini 3 Pro Drone,Customer notes: Major scratch.,Major scratch,refurbish
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Further testing needed: Minor warping.,Minor warping,refurbish
17,ASUS AX6000 WiFi 6 Router,Initial check: Minor cosmetic damage.,Minor cosmetic damage,refurbish
61,Patagonia Baggies 5-inch Shorts,Customer notes: Packaging slightly damaged.,Packaging slightly damaged,refurbish
27,Ring Stick Up Cam Battery Security Camera,Potential recycle situation. Extensive wear and tear.,Extensive wear and tear,recycle
39,Sonos Beam Gen 2 Smart Sound Bar,Unclear if refurbish or other. Minor alignment issue.,Minor alignment issue,refurbish
52,Hanes Beefy-T 100% Cotton T-Shirt,Possible restock case. Material feel different.,Material feel different,restock
77,Calvin Klein Cotton Classics Underwear,Inspected: Noticeable dent. Needs further review.,Noticeable dent,refurbish
52,Hanes Beefy-T 100% Cotton T-Shirt,Potential refurbish situation. Small fabric pull.,Small fabric pull,refurbish
34,ASUS ROG Strix Z790-E Gaming Motherboard,Customer notes: Significant fading.,Significant fading,recycle
76,Smartwool PhD Outdoor Light Crew Socks,Assessment: Received as gift.,Received as gift,refurbish
84,Patagonia Black Hole 25L Backpack,May require refurbish. Minor warping.,Minor warping,refurbish
66,Zara High-Waisted Mini Skirt,May require restock. duplicate order.,duplicate order,restock
27,Ring Stick Up Cam Battery Security Camera,Customer reported: Significant fading.,Significant fading,refurbish
67,Reformation Silk Midi Dress,See attached: Unwanted purchase.,Unwanted purchase,restock
42,APC Back-UPS Pro 1500VA Surge Protector,Assessment: Obvious repair needed.,Obvious repair needed,refurbish
15,VIVO Dual Monitor Stand,Customer reported: Significant fading.,Significant fading,refurbish
15,VIVO Dual Monitor Stand,Notes: Small tear.,Small tear,refurbish
97,Patagonia Torrentshell 3L Raincoat,Visual inspection: minor alignment issue.,minor alignment issue,refurbish
93,Alo Yoga 7/8 High-Waist Leggings,Possible overlap with other categories. Major impact damage.,Major impact damage,recycle
86,Montblanc Meisterstück 6CC Wallet,Customer reported: light usage wear (customer unclear).,light usage wear (customer unclear),refurbish
17,ASUS AX6000 WiFi 6 Router,Potential recycle situation. Major malfunction.,Major malfunction,recycle
86,Montblanc Meisterstück 6CC Wallet,Inspected: Slight color fading. Needs further review.,Slight color fading,refurbish
60,Polo Ralph Lauren Classic Fit Polo Shirt,Further testing needed: overheating damage.,overheating damage,refurbish
91,Tom Ford Oud Wood Cologne,Inspected: Seasonal preference change. Needs further review.,Seasonal preference change,restock
